ID	Markup	Left column	Main column	Pounds	Shillings	Pence
1067	tr	14	more toward[es] the pay of his sold[ier]s uppon acc[oun]t	200	-	-
1068	tr	25	p[ai]d Captain Adrian Scroop for 6 dayes pay for his troop from [th]e 18 to the 24 [Octo]bre	74	17	-
1069	tr	48	p[ai]d the Lord willoughby for 9 dayes pay for his owne troop of 80 harqueb[usiers] from the 15 to the 24 [Octo]bre 134 - 16.6. as alsoe for his owne pay as collonel of a reg[imen]t of horse at 30s p[er] diem 13l.10s.	148	6	6
1070	tr	48	p[ai]d william Porker Chaplaine of that regiment for his pay being 2 mo[nths] & 21 dayes	30	16	0
1071	tr	46	p[ai]d S[i]r william Constable Collonel of a reg[imen]t of Foot toward[es] payment of the said reg[imen]t by way of imprest	1000	-	-
1072	tr	44	p[ai]d Capt[ain] Richard Greenvill for on 1/2 mo[nths] pay for his troop to end the 29 [Octo]bre	174	13	0
1073	tr	17	p[ai]d Sargeant major Prettye for 1/2 mo[nths] pay of his troope uppon acc[oun]t	174	13	0
1074	tr	19	p[ai]d Capt[ain] Rob[er]t Burghill for 1/2 mo[nths] pay for his troope from [th]e 15 [Octo]bre	174	13	0
1075	tr	21	p[ai]d S[i]r w[illia]m waler for 1/2 mo[nths] pay of his troop uppon accompt	174	13	0
1076	tr	27	p[ai]d Capt[ain] John Hall the like	174	13	-
1077	tr	10	p[ai]d Capt[ain] Fra[ncis] Fines the like	174	13	-
1078	tr	41	p[ai]d Capt[ain] John Hamond the like	174	13	-
1079	tr	33	p[ai]d sergeant major w[illia]m Balfour [th]e like	174	13	-
1080	tr	75	p[ai]d S[i]r John Meldrom for his pay as collonel of a brigad at 40s p[er] diem at 40s p[er] diem and as collonel of a reg[imen]t at 45s for on whole mo[nth] endinge [th]e 28 [Octo]bre	119	0	0
1081	tr	29	p[ai]d Capt[ain] Edward wingat toward[es] the payment of his troop uppon acc[oun]t	100	-	-
1082	close table			202474	4	3
1083	pb		33r			
1084	table (single row)		Som[m]eth [th]e payment[es] on the other side	202474	4	3
1085	head		27 [Octo]bre 1642			
1086	open table	119	p[ai]d my lord Rochford for pay and entertainm[en]t of himself & officers of his reg[imen]t for 1/2 a mo[nth] uppon accompt	274	7	8
1087	tr	45	p[ai]d Capt[ain] Thomas Tirrell for 12 days pay for the officers of his trope from the 30 Julye to the xi Aug[us]t	59	14	0
1088	tr	29	p[ai]d Capt[ain] John Bird for 1/2 a mo[nths] paye to [th]e 28 [Octo]bre	174	13	0
1089	close table	34	p[ai]d Capt[ain] Anto[ny] mildmay for 1/2 a mo[nths] paye	174	13	0
1090	head		28 [October 1642]			
1091	open table	63	p[ai]d Captaine John needham for arrears of his compa[ny] & 1/2 a mo[nths] pay advance to beginn the 29 [Octo]bre	208	14	6
1092	tr	75	p[ai]d S[i]r John meldrom for 20 dayes pay for his whole regiment of Foot from [th]e 22 [Octo]bre to the xith november exclusive	667	11	6
1093	tr	43	p[ai]d Capt[ain] Fra[ncis] Tomson for 1/2 a months pay for his troop himself & officers	174	13	0
1094	tr	120	p[ai]d Captaine marmeduke Cooper Captaine of that troope of horse wherof the late lord St John was Captaine toward[es] payment of the troope uppon accompt	100	0	0
1095	tr	141	p[ai]d the mayor of Evesham for monie lent and disburst by him	75	0	0
1096	tr	64	p[ai]d Captain Valentine walton from 1/2 mo[nths] pay for his troope to [th]e 29 [Octo]bre	174	13	0
1097	tr	98	p[ai]d Captain Mathew draper captaine of my lord[es] gen[eralles] troope of harquebusiers for on 1/2 mo[nths] pay of the said troope to beginne from [th]e 29 [Octo]bre	148	1	-
1098	tr	92	p[ai]d S[i]r Samuel luke for soe much lent my lord St John uppon acc[oun]t of his reg[imen]t in worster	200	0	0
1099	tr	64	p[ai]d the Earle of Bedford for payment of his troope of Cuirassiers uppon acc[oun]t	200	0	0
1100	tr	127	p[ai]d S[i]r Edward Peyto leifften[an]t g[enera]ll of the Artigliry for 1/2 a mo[nths] pay for [th]e traine of Artigliry to [th]e 29 [Octo]bre	724	14	8
1101	tr	14	p[ai]d the Lord Brooke for 1/2 a mo[nths] pay for his troop to begine the 29 [Octo]bre	174	13	0
1102	tr	30	p[ai]d Collonel Ballard uppon acc[oun]t of his reg[imen]t	250	0	0
1103	tr	33	p[ai]d Collonel Cholmly uppon acc[oun]t of his reg[imen]t	200	-	-
1104	tr	121	p[ai]d Captaine John warburton for pay of himself officers and sold[ier]s to [th]e 29 [Octo]bre	50	9	0
1105	close table			206506	1	1
1106	pb		33v			
1107	table (single row)		Sommeth the paym[entes] on the other side	206506	1	1
1108	head		[Octo]bre 28 1642			
1109	open table	105	p[ai]d sargeant major Bamfeild toward[es] the pay and entertainm[en]t of the officers and sold[ier]s of the g[enera]ll[es] own reg[imen]t by accompt	500	0	0
1110	tr	18	p[ai]d Capt[ain] Edward Aiscough for pay of his troop uppon acc[oun]t	100	-	-
1111	tr	44	p[ai]d Capt[ain] Henry Irton for on 1/2 mo[nths] pay of his troope uppon acc[oun]tt	174	13	-
1112	tr	18	p[ai]d Capt[ain] James Sheffeild for 1/2 a mo[nths] pay for his troope	174	13	-
1113	tr	26	p[ai]d Capt[ain] John Fleming for on week[es] pay for his troope	87	3	4
1114	tr	28	p[ai]d the lord Hastings for a week[es] pay for his troope	87	3	4
1115	tr	73	p[ai]d sergeant major w[illia]m Roberts for pay of inferior officers & 244 sold[ier]s a week	103	3	3
1116	tr	7	p[ai]d Robert Longe for a week[es] pay for the inferior officers and sold[ier]s of my Lord whartons reg[imen]t	215	3	4
1117	tr	30	p[ai]d Collonel Grantham for on week[es] pay for his leift[enan]t[es] & other inferior offic[er]s	50	8	0
1118	tr	105	p[ai]d sargeant major Bamfeild toward[es] the payment of my lord g[enera]l[es] reg[imen]t uppon accompt	150	0	0
1119	close table	111	p[ai]d my Lord Rochford for pay of 710 sold[ier]s of his regiment for a weeke	166	3	4
1120	head		29 [October 1642]			
1121	open table	38	p[ai]d Collonel Hollis for a week[es] pay for his reg[imen]t & inferior officers	368	2	6
1122	tr	9	p[ai]d my lord Gray for a week[es] pay for his troope	87	3	4
1123	tr	116	p[ai]d Captain Edward Frodsham captaine of Pione[er]s for raisinge of pione[er]s	25	0	0
1124	tr	97	p[ai]d leifftenn[an]t Fra[ncis] Botteler for 1/2 a mo[nths] pay for himself 2 corporall[es] & 12 troop[er]s of Capt[ain] vivers troop	37	16	0
1125	tr	26	p[ai]d Captaine George Austin toward[es] the paym[en]t of his troope	100	0	0
1126	tr	60	p[ai]d Capt[ain] Ambrose Tindall captain of a troop of dragon[er]s in Coll[onel] midletons reg[imen]t for 15 days to [th]e 29 [Octo]bre	35	5	0
1127	tr	68	p[ai]d Capt[ain] Robert Turner as above	35	5	0
1128	tr	67	p[ai]d Capt[ain] Nicholas Devoreux as above	35	5	0
1129	tr	116	p[ai]d Capt[ain] John Dungan toward[es] paym[en]t of his uppon acc[oun]t for Pioneers	20	0	0
1130	tr	116	p[ai]d Capt[ain] Henry Row as above	20	-	-
1131	close table			209078	8	6
1132	pb		34r			
1133	table (single row)		Sommeth [th]e paym[entes] on the other side	209078	8	6
1134	head		29 [Octo]bre 1642			
1135	open table	37	p[ai]d S[i]r Phillipe Stapleton capt[ain] of my lord g[enera]l[es] owne troope of Cuirassiers toward[es] paym[en]t of the gentlemen of the said troop for 7 days	280	0	0
1136	tr	125	p[ai]d Collonel midleton Collonel of a reg[imen]t of dragon[er]s for 15 dayes pay for officers & sold[ier]s the collonel excepted & 90 sol[dier]s belonginge to his owne troope	198	4	6
1137	tr	101	p[ai]d Capt[ain] Thomas lidcot toward[es] paym[en]t of his officers & troop	100	-	-
1138	tr	45	p[ai]d Capt[ain] Thomas Tirrell for a week[es] pay for his officers & troope	87	3	4
1139	tr	49	p[ai]d Captain Pudsey captaine of my lord[es] guard of harberdiers for his & ther payment upon acc[oun]tt	50	0	0
1140	tr	122	p[ai]d leifftenn[an]t John farmer leifft[enan]t to S[i]r James Ramseys troop uppon acc[oun]tt	50	0	0
1141	tr	69	p[ai]d the Earle of Peeterborrogh toward[es] the pay of his troop uppon acc[oun]tt	100	0	0
1142	close table	100	p[ai]d Docter Gardinter & docter odlinge for releiff of the sicke & mamed sold[ier]s in warwicke	100	-	-
1143	head		No 6			
1144	table (single row)	25	p[ai]d Captaine [^George Austen^] toward[es] the payment of his troop uppon acc[oun]tt	100	-	-
1145	head		November 1. 1642.			
1146	open table	125	p[ai]d Collonel John midleton toward[es] paym[en]t of his troope of 80 harq[uebusiers]	100	0	0
1147	close table	133	p[ai]d Captaine Georg Hurlocke toward[es] the payment of his compa[ny] of Foot in Col[onel] Hollis reg[imen]t	30	0	0
1148	head		2 [November 1642]			
1149	table (single row)	42	p[ai]d m[aste]r John Boldwine provost marshall g[enera]ll of the horse for his pay pay and his officers to [th]e 29 [Octo]bre	49	0	0
1150	head		4 [November 1642]			
1151	open table	132	p[ai]d Anthony Falstaff for paym[en]t of wagons uppon acc[oun]tt	100	0	0
1152	tr	24	p[ai]d in woster by Arthur Chambres for my lord St Johns Regiment uppon acc[oun]tt to Collonel Essex	1289	12	-
1153	tr		more delivered to the said Collonel Tho[mas] Essex in worster uppon acc[oun]t of the said reg[imen]t	90	0	0
1154	tr	40	p[ai]d to the companies of S[i]r John merrick[es] Reg[imen]t in woster by [th]e governer Essex order	750	0	0
1155	tr	47	p[ai]d Capt[ain] Kerle in woster for a mo[nths] pay for himself officers & troop of 56 to begin 19 [Octo]bre	335	6	0
1156	tr	43	p[ai]d Collonel Sand[es] In worster by Arthur Chambers for himself officers troop & wagons uppon acc[oun]tt by the governer of worsters direct[ion]	535	10	0
1157	close table			213423	4	4
1158	pb		34v			
1159	open table		Sommethe [th]e paym[entes] on the other side	213423	4	4
1160	tr	7	p[ai]d in worster to will[ia]m vinter chaplain to Collonel Tho[mas] Essex 16.4. till [th]e 11 [Novem]bre p[ai]d 31 [Octo]bre	16	4	-
1161	close table	13	p[ai]d John Anthony Surgeon to Coll[onel] Sand[es] for hims & two mates to end 28 [Octo]bre. in worster	16	16	-
1162	head		8 [Novem]bre 1642. In London.			
1163	open table	12	p[ai]d Collonel Browne for 1/2 a mo[nths] pay for 537 dragoone[er]s of his reg[imen]t to [th]e 29 [Octo]bre	563	17	-
1164	tr	69	p[ai]d Collonel wardlaw for his officers & 600 dragooners of his reg[imen]t to [th]e 29 [Octo]bre	979	19	-
1165	tr	11	p[ai]d Captaine Thomas Temple for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt	174	13	-
1166	tr	11	p[ai]d serjant major Gunter for 1/2 a mo[nths] pay for his troop & officers	174	13	-
1167	tr	15	p[ai]d Capt[ain] Nathaneel Fines for 1/2 a mo[nths] pay for his troop uppon accompt	174	13	-
1168	tr	103	p[ai]d Capt[ain] John Fines as above	174	13	-
1169	tr	13	p[ai]d Capt[ain] Fra[ncis] Dowett uppon acc[oun]tt his troope for 1/2 a mo[nth]	174	13	-
1170	tr	14	p[ai]d my lord Brook[es] for pay of his Regiment by way of imprest	400	-	-
1171	tr	47	p[ai]d Capt[ain] Oliver Cromwell for 1/2 a mo[nths] pay of his troope of 80 harquebusiers uppon acc[oun]tt	209	13	-
1172	close table	69	p[ai]d Collonel wardlaw for his reg[imen]t of dragooners uppon accompt	200	0	0
1173	head		9 [November 1642]			
1174	open table	37	p[ai]d S[i]r Phillip Stapleton for 1/2 a mo[nths] pay for [th]e Gentlemen of my lord g[enera]ll[es] troope uppon acc[oun]tt	560	-	-
1175	tr		more for on whole mo[nths] pay for the officers of the said troope	284	5	-
1176	tr	13	p[ai]d Collonel Hambden toward[es] the pay of his Regim[en]t uppon accompt	800	0	0
1177	tr	78	p[ai]d m[aste]r Nicholas Bond Commissary of the victuall[es] for some provisions specified in the warr[an]tt	44	15	-
1178	tr	7	p[ai]d my lord wharton for 1/2 mo[nths] pay for his troop of 80 harque[busiers]	209	13	-
1179	tr	51	p[ai]d Capt[ain] walter long for 1/2 a mo[nths] pay for his troop	174	6	0
1180	tr	120	p[ai]d Capt[ain] Marmeduke Cooper uppon acc[oun]tt for his troope	150	-	-
1181	tr	66	p[ai]d S[i]r Arthur Hazelrig for 1/2 a mo[nths] pay for his troop	174	13	-
1182	close table		exam	219080	10	4
1183	pb		35r			
1184	table (single row)		Sommeth the paym[entes] on the other side	219080	10	4
1185	head		9 no[vembe]r [1642]			
1186	open table	4	p[ai]d John Perne who beinge listed in the Irish service & rec[eive]d 12l is now quartermaster to Capt[ain] J[ohn] urrye & receaves 18l the remainer of 30l	18	0	0
1187	tr	4	p[ai]d Collonell John urry for 1/2 a mo[nths] pay for his troope of 70 harquebusiers	192	8	-
1188	tr	41	p[ai]d Isaac Cavalier Cornet to Captaine John Hammond for paym[en]t of the troop upon accompt	60	-	-
1189	tr	120	p[ai]d S[i]r John norrich Collonel of a regiment of dragooners for paym[en]t of his officers and sold[ier]s uppon acc[oun]tt	400	-	-
1190	tr	83	p[ai]d Capt[ain] Symon Rudgly for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt	174	13	-
1191	tr	111	p[ai]d my lord Rochford for 14 dayes paym[en]t for the soldiers of his reg[imen]t 710 begininge the 5 present & some officers	602	14	0
1192	tr	105	Sergeant major Banfeild toward[es] paym[en]t of the officers and sold[ier]s of my lord G[enera]ll[es] regiment uppon acc[oun]tt	500	-	-
1193	tr	33	p[ai]d Collonel Cholmly for pay of the officers and sold[ier]s of his regiment by way of imprest	614	-	-
1194	tr	30	p[ai]d Collonell Ballard for 1/2 a mo[nths] pay for the officers and sold[ier]s of his reg[imen]t uppon acc[oun]t	636	13	4
1195	tr	132	p[ai]d m[aste]r Anthony Fasstaff toward[es] defraying chargis of draft horses uppon accompt	150	-	-
1196	tr	81	p[ai]d Captaine Thomas Bushell toward[es] the pay of the g[enera]ll[es] owne compa[ny] for 1/2 a month	100	-	-
1197	tr	35	p[ai]d Captaine Edward Keightly for 1/2 a mo[nths] pay for his troop uppon acc[oun]t	174	13	-
1198	tr	45	p[ai]d Captaine Tirrell for 1/2 a mo[nths] pay of his troope	174	13	-
1199	tr	118	p[ai]d leifftenn[an]t Edward Sand[er]s for 1/2 a mo[nths] pay of sargeant major Berrys troope	174	13	-
1200	tr	44	p[ai]d Captaine Henrye Ireton for a months pay of his troop uppon [^acc[oun]t^]	349	6	-
1201	tr	133	p[ai]d m[aste]r w[illia]m Barton the Committe for Lancreshire for the leviinge of dragoon[er]s ther uppon accompt	500	0	0
1202	tr	56	p[ai]d Captaine Edward Clerke for his troop uppon acc[oun]tt	174	13	-
1203	close table			224076	16	8
1204	pb		35v			
1205	table (single row)		Sommeth [th]e paym[entes] on the other side	224076	16	8
1206	head		November 10th [1642]			
1207	open table	48	p[ai]d the Lord willoughby of parrham for himself officers & troop uppon accompt	230	8	-
1208	tr		p[ai]d w[illia]m de morgey surgeon of that reg[imen]t	25	4	-
1209	tr	69	p[ai]d the Earle of Peeterborrough for payment of his officers of his troop & reg[imen]t as by the warr[an]t	550	13	-
1210	tr	40	p[ai]d sergeant major g[enera]ll Mericke for his owne severall payes & other officers	151	4	-
1211	tr	121	p[ai]d sergeant major Carey toward[es] paym[en]t of his troop by way of imprest	250	-	-
1212	tr	121	p[ai]d Captaine John warberton for 1/2 a mo[nths] pay for his officers & 30 soldiers in my Lord Robert[es] reg[imen]t	35	0	0
1213	tr	25	p[ai]d Captain Adrian Scroop for 1/2 a mo[nths] paye for his troope uppon accompt	174	13	-
1214	tr	33	p[ai]d Captaine w[illia]m Balfour the like	174	13	-
1215	tr	115	p[ai]d Captaine John Bromhall for entertainm[en]t of his officers & sold[ier]s in the Reg[imen]t of Collonel Hampden	123	10	-
1216	tr	122	p[ai]d S[i]r James Ramsey for his trope uppon accompt	174	13	-
1217	tr	26	p[ai]d Captaine John Fleming for on whole month for his troop	349	6	-
1218	tr	33	p[ai]d S[i]r w[illia]m Balfour for on mo[nths] pay of his troope of Cuirassiers ending 3 present	392	-	-
1219	tr	75	p[ai]d S[i]r John Meldrome for wagons allowed him as Collonell	32	11	-
1220	tr	114	p[ai]d Anthony Allen scoutmaster g[enera]ll for paymaster of himself & 20 menn to [th]e 10th november	276	-	-
1221	tr	122	p[ai]d Captaine Samuell Bosa for entertainm[en]t of himself & his officers being reformados who attended [th]e G[enera]ll[es] person in [th]e Army	96	-	-
1222	tr	61	p[ai]d S[i]r Sigismond Alexander for 2 1/2 months pay for his troop in 2 severall warr[an]t[es]	349	6	-
1223	tr	21	p[ai]d Captain w[illia]m Anselm leifften[an]t of my lord of Bedford Troop of Cuirassiers uppon acc[oun]t	200	0	0
1224	tr	46	p[ai]d S[i]r w[illia]m Cunstable for paym[en]t of his Regiment uppon accompt	300	0	0
1225	tr	49	p[ai]d my lord Robert[es] for his regiment uppon acc[oun]tt	300		
1226	close table		examend	228261	17	8
1227	pb		36r			
1228	table (single row)		Sommeth [th]e paym[entes] on the other side	228261	17	8
1229	head		November 11 [1642]			
1230	open table	177	p[ai]d m[aste]r w[illia]m Ponier marchant for a brige planck[es] & other necessaries to [th]e same	60	0	0
1231	tr	30	p[ai]d Collonel Ballard for 674 sold[ier]s of his regiment presented in Tuttle feild[es] for guift monie at 2s 6d a peece	84	5	0
1232	tr	105	p[ai]d Sergeant major Bamfield for 700 men of my Lord G[enera]ll[es] regiment	87	10	0
1233	tr	51	p[ai]d Captaine walter longe for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt	174	13	0
1234	tr	28	p[ai]d the lord Hastings the like	174	13	-
1235	tr	63	p[ai]d Captaine Thomas Hamond the like	174	13	0
1236	tr	44	p[ai]d Captaine Richard Green[^vill^] the like	174	13	0
1237	tr	9	p[ai]d the Lord Grey the like for his troop	174	13	0
1238	tr	15	p[ai]d Collonel Arthur Goodwine the like	174	13	0
1239	tr	103	p[ai]d Captaine John Fines the like	174	13	-
1240	tr	43	p[ai]d Captaine Francis Tomson the like	174	13	0
1241	tr	101	p[ai]d Captaine Thomas lidcott the like	174	13	0
1242	tr	18	p[ai]d Captaine Edward Ascough the other 100l was p[ai]d [th]e 28 [Octo]bre	74	13	0
1243	tr		more p[ai]d him for furnishing his troop w[i]th 20 great saddles bitt[es] & other furniture	50	0	0
1244	tr	19	p[ai]d Captaine Burghill for 1/2 mo[nths] pay	174	13	-
1245	tr	37	p[ai]d Captaine John neal the like	174	13	-
1246	tr	17	p[ai]d Sergeant major pretty the like	174	13	0
1247	tr	25.4.0	more for his pay as Sergeant major	29	4	0
1248	tr	16	p[ai]d Captaine Arthur Evelin for his troop	174	13	0
1249	tr	34	p[ai]d Captaine Anthony mildmay the like	174	13	0
1250	tr	26	p[ai]d Captaine Georg Austine the like	174	13	-
1251	tr	27	p[ai]d Captaine John Halle the like	174	13	-
1252	tr	78	p[ai]d m[aste]r nicholas Bond Commissarie of the victuall[es] for provisions bought & paym[en]t of officers as by [th]e warr[an]t	444	4	8
1253	tr		more for allowance of himself & other officers by another warr[an]t	88	6	8
1254	tr	68	p[ai]d Captaine Robert Turner for 1/2 a monthes pay to begin the 29 [Octo]bre for himself & officers & 48 dragoones	83	6	0
1255	tr	123	p[ai]d sergeant major Melvian sergeant major of horse beinge on of the scot[es] offic[er]s latelie intertaind in the service for one mo[nths] pay as sergeant major & captaine	71	8	0
1256	tr	14	p[ai]d m[aste]r James nalton Chaplaine to Coll[onel] Grantham for a mo[nths] pay	12	2	8
1257	close table		ex[amined]	232140	12	8
1258	pb		36v			
1259	table (single row)		Sommeth [th]e paym[entes] on the other side	232140	12	8
